,GLC_BATCH_mu=0.58_S,LB_BATCH_mu=1.9_S,GLYC+AA_BATCH_mu=1.27_S,ACE_BATCH_mu=0.3_S,FUM_BATCH_mu=0.42_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.12_S,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC+SALTS_BATCH_mu=0.55_S,GLC@42deg_BATCH_mu=0.66_S,GLC@pH6_BATCH_mu=0.63_S,XYL_BATCH_mu=0.55_S,MAN_BATCH_mu=0.47_S,GAL_BATCH_mu=0.26_S,SUCC_BATCH_mu=0.44_S,FRU_BATCH_mu=0.65_S,LB_BATCH_mu=1.78_S,GLC_BATCH_mu=0.67_S,LB_BATCH_mu=2.3_S,GLC_BATCH_mu=1.03_S
b2819,0.5254,2.4724999999999997,,0.023,0.1397,0.0,0.1452,0.11249999999999999,0.0405,0.0,0.08320000000000001,0.0095,0.243,4.4064000000000005,0.22399999999999998,1.5198,2.9546999999999994,,,0.0222,22.3299,,,,,
b2509,49.14619999999999,74.43299999999999,77.4336,41.5495,47.0408,61.9499,49.85640000000001,43.3625,90.666,70.548,53.9968,49.248,75.42720000000001,54.43200000000001,92.666,107.75679999999998,98.51939999999999,79.576,52.879200000000004,37.484700000000004,76.0842,102.86,33.135600000000004,25.71,49.1808,59.82599999999999
b1062,6369.3106,2214.1344999999997,3095.0208,2763.312,5194.7572,4362.6143999999995,4618.8516,4646.887500000001,4594.5225,2745.7439999999997,1509.1336,1094.666,4414.3866,4166.316000000001,7907.606,6680.2511,7608.0878999999995,5588.548,4365.1476,3352.3221000000003,5710.9332,6340.778800000001,1392.1404,6127.17,871.1498000000001,2694.0993
b1812,50.694,96.148,74.6688,13.696499999999999,20.0787,26.8419,23.6676,18.425,19.4265,13.127999999999998,7.5088,6.118,17.8686,16.7994,71.092,68.30160000000001,46.5549,51.702,21.991200000000003,11.355300000000002,21.6075,34.1436,50.0956,44.474999999999994,134.5714,113.79330000000002
b1611,707.4724,2141.3785,1800.8256,1101.309,1387.3607000000002,2318.2415,748.1891999999999,765.1125000000001,1833.1109999999999,1978.8239999999998,1760.9384,2108.924,453.519,455.54400000000004,580.832,482.99840000000006,813.0864,597.674,1677.1788,2255.4645,1215.8766,991.7923999999999,1884.5316,566.535,959.4616000000001,671.9805
b2212,19.1416,10.943499999999998,,2.415,0.6223,7.8862,5.94,6.1375,4.657500000000001,12.072000000000001,1.5496,2.8215,22.5666,0.7614,8.819999999999999,7.3904,10.0695,,,1.9203000000000001,4.6827,,,,,
b3164,4503.2602,13478.3285,8536.1472,2694.45,4027.7034000000003,4549.3811000000005,4323.2112,3663.675,6442.1865,4890.612,3621.3112000000006,3010.113,2536.2882,2359.9998,2698.542,3936.8631,4244.639700000001,4663.4839999999995,4831.4376,2479.962,4058.8818,5995.6576,9792.364800000001,3311.88,13322.655800000002,7641.1077000000005
b1693,1251.2187999999999,1021.809,1102.6752,493.7294999999999,606.298,929.3271,796.5672000000001,758.9499999999999,602.235,446.616,313.90319999999997,253.37449999999995,451.5102,527.8770000000001,1289.2179999999998,1513.9443,1805.7774000000002,1128.7779999999998,754.7891999999999,533.3883000000001,674.6184000000001,1172.752,432.52240000000006,726.705,485.98740000000004,1283.5685999999998
b2821,69.12559999999999,64.9515,59.4048,32.55649999999999,45.7581,34.8984,45.7512,59.8125,33.4395,33.252,25.0432,24.481499999999997,4.3902,13.721400000000003,16.352,22.499,24.945899999999998,27.131999999999998,38.016000000000005,31.524,29.270100000000003,50.4088,135.0228,110.19,160.2954,207.49710000000002
b2320,1046.8808,1722.6875,1595.9232,438.17299999999994,673.735,860.2507999999999,852.4956000000001,776.5625,776.25,566.304,404.04,336.3665,791.9046000000001,649.9116,1002.526,1233.9286,1412.3025,1036.7839999999999,768.1476,626.1399000000001,872.6979,1258.666,1902.0004,1602.105,2385.3124000000003,1807.0992
b3635,3.8482,44.9565,15.1296,0.529,0.508,0.0131,0.013200000000000002,0.25,0.54,0.20400000000000001,0.0624,0.095,1.4742000000000002,0.486,1.1199999999999999,0.0149,1.3524,0.6859999999999999,0.013200000000000002,0.11100000000000002,0.0129,0.38480000000000003,41.870000000000005,8.01,35.8828,21.416999999999998
b0049,81.1814,197.60649999999998,122.0736,58.05199999999999,57.404,53.82790000000001,53.922000000000004,56.7375,50.80050000000001,47.495999999999995,43.368,38.836,28.6092,37.519200000000005,87.878,89.3106,87.9795,58.645999999999994,53.1432,39.8934,51.5097,45.8356,130.2528,66.6,176.81980000000001,103.368
b1421,0.2698,0.0215,0.0192,0.13799999999999998,0.3175,0.7074,0.1188,0.15,1.6875,7.116,2.0176,0.095,1.2798,0.35640000000000005,0.11199999999999999,1.3112,0.147,0.238,0.0792,0.15540000000000004,0.7998000000000001,1.1099999999999999,464.0256,78.645,315.33700000000005,146.09580000000003
b2704,13.489999999999998,1122.9234999999999,81.9264,3.6454999999999997,10.210799999999999,51.3389,5.3856,9.3375,10.975500000000002,8.472,3.3176,1.9,10.270800000000001,18.6786,23.505999999999997,20.2491,4.6893,5.642,12.0252,3.2745000000000006,11.210099999999999,13.838,4519.3524,93.92999999999999,1486.2586000000001,60.1977
b2705,6.2764,770.732,,0.8164999999999999,1.6764000000000001,8.4626,3.1284,0.8500000000000001,2.4975000000000005,3.0119999999999996,0.3432,0.8454999999999999,58.077000000000005,36.012600000000006,4.55,5.2448,8.7318,,,0.5883,2.3994,,121.03080000000001,13.59,33.0706,3.8586000000000005
b4348,27.292399999999997,142.48049999999998,38.2656,6.382499999999999,13.2207,13.375100000000002,18.7836,15.700000000000001,25.3125,19.679999999999996,9.7448,7.9514999999999985,7.2090000000000005,5.167800000000001,8.232,32.5714,10.3635,8.12,15.113999999999999,3.1524,14.035200000000001,20.1724,161.43800000000002,78.885,271.0394,185.1951
b3771,1702.4238,1064.1209999999999,740.4096,579.761,861.9109,1177.035,937.398,1242.7,1135.755,611.46,398.528,263.47299999999996,930.0906000000001,898.2414000000001,2915.584,1728.1914,1681.2978,2067.086,1061.874,493.33950000000004,927.2649,1798.3036,378.0384,1353.465,1491.0764000000001,10699.136700000001
b3774,47339.7612,7357.514999999999,3982.4832,17944.6,25341.7832,27493.703600000004,38365.45680000001,17598.9,36257.139,21407.399999999998,12045.893600000001,6457.9575,30561.397200000003,27885.3354,58330.691999999995,50693.6889,29067.236100000002,41083.07,31486.29,15069.848400000003,31958.4471,52968.80040000001,2433.1028,52095.09,3764.2060000000006,32133.075599999996
b1617,1.8459999999999999,13.975,1.152,0.713,1.0033,1.179,0.7392000000000001,1.6500000000000001,1.1745,5.088,7.2384,11.001,5.0544,7.192800000000001,9.113999999999999,8.9996,3.2928,2.884,1.9668,1.3098,1.3803,2.368,,,,
b2616,0.014199999999999999,21.0915,,0.0,0.0,0.0,0.0,0.0125,0.0405,0.108,0.0624,0.133,0.032400000000000005,0.38880000000000003,0.0,1.6241,0.2499,,,0.0,0.0,,,,,
b0584,530.8954,476.6765,718.0031999999999,150.259,210.3247,432.58820000000003,240.0816,264.6875,174.312,124.91999999999999,105.05040000000001,68.134,2212.9686,2419.7940000000003,2836.316,368.7154,765.8847,1175.9579999999999,230.1816,120.59040000000002,260.709,353.6608,131.82160000000002,387.09000000000003,216.38680000000002,940.8435
b3773,10.9908,91.0525,,1.8285,10.9855,8.1875,5.3856,0.025,5.440500000000001,0.18,1.3624,0.076,0.8748000000000001,0.22680000000000003,0.0,38.7251,27.2685,,,6.66,1.3803,,,,,
b3064,282.58,1040.7935,452.65919999999994,100.234,107.7341,134.0261,138.6396,111.76249999999999,156.20850000000002,105.93599999999999,66.25840000000001,55.004999999999995,74.50380000000001,81.24300000000001,161.72799999999998,187.8741,172.1076,165.26999999999998,114.51,104.0847,145.6152,213.60840000000002,709.3520000000001,282.045,736.2950000000001,404.9229
b3966,960.2040000000001,1788.714,2057.2992,501.0895,642.7977999999999,762.158,663.9336000000001,610.7375,575.613,400.60799999999995,272.0328,217.84449999999998,398.21220000000005,529.902,712.838,372.7235,698.103,698.922,593.6436000000001,285.86940000000004,653.6817000000001,772.2936000000001,1451.1824000000001,1026.96,2540.8336,1936.8756
b2133,863.6155999999999,965.651,1188.4224,772.3399999999999,877.1382,755.8176000000001,735.1608000000001,721.5625,890.703,748.6919999999999,541.8815999999999,561.659,642.8646,713.3670000000001,903.8539999999999,636.3641,885.6456000000001,1046.3039999999999,756.3996,570.3513000000002,779.1084000000001,810.67,406.8068,323.445,288.50120000000004,501.61799999999994
b3918,,,,,,,,,,,,,,,,,,,,,,,66.568,10.14,75.73320000000001,20.9745
b1710,1644.6298,1912.812,2133.9072,1404.1615,1441.831,1695.5199,1563.3683999999998,919.5625,1221.3315000000002,1161.936,1062.1936,823.3459999999999,1210.1724000000002,1156.4532000000002,2698.6119999999996,1232.826,2543.0412,1199.926,1362.306,1464.1233000000002,1132.5555000000002,1152.2984000000001,637.908,499.89,649.0296000000001,500.41440000000006
b1709,89.2328,227.126,,54.1305,101.4222,90.4424,219.9648,57.4625,91.7865,73.032,70.4288,79.971,20.9142,30.423600000000004,35.602,241.49920000000003,158.7453,,,53.724000000000004,154.1292,,,,,
b1274,503.674,1913.7365,759.8208,236.10649999999998,375.5136,467.932,447.3876,336.9625,548.478,473.72399999999993,387.3376,372.039,441.91980000000007,376.002,367.00999999999993,583.4989,473.2959,548.1279999999999,462.13200000000006,252.21420000000003,435.1428,606.4892,1276.3884000000003,368.265,1486.7600000000002,691.3797000000001
b2566,64.56739999999999,223.90099999999998,102.75840000000001,24.471999999999998,49.504599999999996,50.2516,47.0448,46.375,46.764,35.196,21.4344,18.1355,29.565,27.442800000000005,53.83,130.7922,108.0156,116.802,79.09440000000001,49.439400000000006,89.4873,111.8436,364.1312,146.895,533.7294,223.728
b3973,26.4972,80.6035,39.7056,9.8555,19.0881,19.5583,21.846000000000004,27.1,22.761,16.404,11.4192,10.6875,6.9012,4.455,10.01,14.050699999999999,13.671000000000001,14.629999999999997,20.2356,14.973900000000002,25.064700000000002,34.2324,60.9288,22.799999999999997,78.7852,40.1436
b0470,14.356199999999998,40.248,13.2096,8.049999999999999,11.493500000000001,9.261700000000001,14.7708,14.65,15.66,10.584,9.7032,6.3365,8.1486,9.9306,13.313999999999998,32.0499,21.5061,27.411999999999995,20.090400000000002,14.973900000000002,18.6663,29.0524,44.9228,21.87,73.902,43.7544
b3500,1399.8786,3005.0765,3044.1023999999998,880.164,1256.7285,1599.1432000000002,1315.3404,1211.2,1275.0210000000002,1025.136,805.9584000000001,640.2049999999999,1354.2066,1344.2274,1453.7039999999997,1737.4741,1766.1168,1728.608,1510.6212000000003,1077.1107000000002,1378.881,1677.8020000000001,911.1548000000001,610.605,1061.1586,578.7546
b4119,17.0258,29.8635,13.0368,26.197,34.2138,19.3356,16.7244,17.9625,39.0015,49.02,44.3976,34.979,5.4108,3.7908,3.318,5.3491,3.381,6.02,32.9472,143.30100000000002,25.3614,6.674799999999999,19.1648,0.33,0.17440000000000003,0.0
b3008,3021.5186,685.162,692.0448,874.3219999999999,1200.3532,1047.3057000000001,1327.7352,1303.8374999999999,1572.6825000000001,1220.2559999999999,961.9168,738.9005,304.9812,455.6574,806.4419999999999,1026.8186,1562.4336,1440.194,1323.3396,701.9751,829.4829,1298.8332,238.288,1720.47,274.2658,1935.2295
b3075,33.6682,67.295,57.849599999999995,13.9495,22.529799999999998,18.746100000000002,19.126800000000003,16.3375,20.412,9.468,6.0736,4.655,7.2252,9.801,17.836,21.903,16.1406,14.209999999999999,13.002,7.015200000000001,12.332400000000002,9.1168,56.816,27.974999999999998,59.841,47.5245
b0115,12861.5222,48033.494,19497.5424,4101.474999999999,8132.6228,7461.222900000001,7457.1288,27411.9375,9539.7075,7562.6759999999995,5349.812000000001,5329.214999999999,12953.1798,14346.217800000002,15069.039999999999,14205.2726,19256.573699999997,19079.368,8994.7836,5425.169400000001,8888.7708,16632.6248,43342.0008,13180.275000000001,48459.743200000004,19310.1159
b0273,212.1054,23.176999999999996,33.3696,45.655,88.98889999999999,57.4173,68.5608,40.0875,130.6665,50.448,71.94720000000001,74.04299999999999,41.2614,26.7138,90.74799999999999,22.1116,38.8521,62.93,46.147200000000005,26.551200000000005,46.8915,79.402,44.9652,611.64,46.019800000000004,30.638699999999996
b3056,90.83739999999999,188.57649999999998,104.2944,59.31699999999999,57.0738,49.4263,49.077600000000004,56.625,58.819500000000005,57.12,47.611200000000004,40.5745,22.404600000000002,33.37200000000001,74.312,61.477399999999996,90.5667,69.92999999999999,50.952000000000005,61.6161,56.2698,65.9784,1.9292000000000002,0.615,3.6624000000000003,1.6107
b1570,27.917199999999998,53.277,32.4288,23.988999999999997,19.2024,27.758900000000004,16.5,17.462500000000002,21.5865,18.156,8.2576,10.716,27.734400000000004,24.0894,24.64,12.694799999999999,29.5323,25.507999999999996,4.5144,14.862900000000002,11.9454,0.8732,31.460800000000003,22.935,34.705600000000004,24.2667
b3640,4488.833,12372.432999999999,10080.614399999999,1269.4735,2623.3755,2843.6169999999997,3028.872,2946.225,2589.2595,1688.628,1048.4552,736.7439999999999,2055.3264000000004,1725.5592000000001,4591.916,6381.625300000001,3642.0132,3749.522,2638.0464,1771.3047000000001,3144.891,3824.7491999999997,7831.3648,4282.875,9698.623800000001,4361.7047999999995
b0150,1239.6458,1182.4785,2098.6367999999998,672.0944999999999,1141.2982,1099.2865,1173.9024000000002,1014.6125000000001,1527.4440000000002,863.076,549.2136,438.995,1051.2342,1085.1408000000001,1260.994,1770.0455,2152.8297,1410.654,1136.2296000000001,845.9643000000001,1145.3652,1364.634,673.5664,1177.875,1556.4982000000002,2188.2864
b1945,2.0448,51.084,,0.1265,15.24,5.9605,9.160800000000002,0.475,2.295,1.752,3.5256000000000003,0.028499999999999998,0.11340000000000001,0.35640000000000005,4.311999999999999,1.4155,1.8963,,,0.36630000000000007,4.7085,,2548.8972,1014.6600000000001,2982.4144,1992.2588999999998
b3805,318.1226,1573.413,1326.8736000000001,155.572,232.3719,294.44870000000003,575.058,278.55,223.37100000000004,200.65200000000002,167.91840000000002,112.442,221.51880000000003,238.33440000000002,310.212,344.2794,369.2052,272.04799999999994,266.1648,208.40250000000003,254.3364,277.204,755.038,324.33,1012.3702000000001,430.6233
b2021,3128.0469999999996,731.1935,6036.576,750.3979999999999,1169.5557,1632.1159000000002,2130.5592,1260.1375,1948.3605000000002,1306.2,1184.3624,738.4635,555.255,596.1924,1992.2839999999999,3559.3120000000004,2559.711,2069.886,1782.0132,1601.3526000000002,1414.3173,2252.2491999999997,260.2936,2080.98,449.2326,4185.9084
b2022,3967.3379999999997,1488.2085,5890.099200000001,992.8639999999999,1766.4049,1695.2186,3004.9008000000003,1844.2875000000001,2170.6785000000004,1588.6319999999998,1379.5392000000002,918.6595,780.6294,790.0254000000001,1703.9399999999998,3536.2617,1883.5991999999999,2234.022,2477.6928000000003,1533.1764,1870.1001,2848.112,1126.0592,3679.08,1593.0568,7981.5849
b2020,4895.094999999999,1672.4205,8623.0656,1225.2445,1859.0006,2255.7938,3251.1600000000003,2163.8125,2297.3625,1715.616,1543.984,1031.7189999999998,1466.3592,1447.0974,3312.9179999999997,6205.5371,3519.2682,2947.8399999999997,2466.5916,1535.3076000000003,1773.8403,2915.6888,1308.2520000000002,4411.845,1202.4662,7459.771200000001
b2026,2702.6576,928.9504999999999,4692.2303999999995,501.26199999999994,911.479,1329.7941,1719.9336,1109.6625,968.6115000000001,698.592,590.2936000000001,381.3585,1417.8888000000002,884.0502000000001,1882.7479999999998,3073.6614,2264.2851,1991.1779999999999,1411.1064000000001,806.2929,1297.1337,2242.3332,672.782,2203.605,852.8814000000001,4497.7824
b0051,358.74879999999996,969.2415,611.7696,127.48899999999999,167.8432,154.9599,226.44600000000003,174.4,139.77900000000002,93.444,63.4816,63.4695,167.84820000000002,142.9488,218.60999999999999,363.9921,259.2639,215.152,156.1956,81.99570000000001,189.1914,263.9432,786.3716000000001,295.185,1009.6452,436.78290000000004
b3418,29.947799999999997,162.06699999999998,90.04799999999999,27.369999999999997,59.994800000000005,80.8794,56.126400000000004,54.1125,265.356,235.69199999999998,164.6216,101.498,18.2088,18.0144,18.144,17.8949,17.3607,16.996,86.6448,22.3443,57.2373,64.3504,17.808000000000003,6.824999999999999,18.486400000000003,22.2489
b2215,47741.1668,158785.58399999997,42386.88,48342.7685,39814.9826,21232.5062,35552.0748,53315.075,17799.3855,16796.712,19104.1448,22246.8625,41198.139,41643.315,59510.57,71716.2032,106657.5258,45915.856,33172.365600000005,35363.4123,34457.448000000004,44336.8928,120295.1388,31144.815,36820.5924,8873.5941
b1723,1333.3232,1309.78,1544.4096,925.405,1059.1165,1057.3141,1113.9744,974.3625,1069.4025000000001,778.476,598.4680000000001,440.17299999999994,1863.9396,2462.2380000000003,4701.494,3205.4668,4476.2676,2480.016,2037.8424,1232.5995000000003,1492.0656000000001,1703.776,211.894,146.43,204.0044,244.3131
b1603,2752.67,1924.7659999999998,1311.6863999999998,687.3204999999999,1114.806,2194.6168000000002,1780.9176000000002,1765.0874999999999,3601.1250000000005,2351.316,1538.212,1058.9175,1243.6740000000002,1310.8716,1687.1679999999997,3577.1473,2060.2637999999997,2377.788,1693.0980000000002,877.3884000000002,1582.3656,4258.0192,1574.1000000000001,4426.89,1750.4092000000003,7145.4015
b0871,365.83459999999997,365.156,330.3936,500.13499999999993,440.6138,475.28110000000004,367.62,187.85,582.1065,564.024,641.056,821.4934999999999,1142.2944,1166.3514,777.1959999999999,603.4798,1440.4823999999999,320.894,436.95959999999997,567.5541000000001,343.7076,370.3256,11.4056,39.285000000000004,8.153200000000002,18.2487
b0243,1340.5225999999998,2610.874,1901.6255999999998,788.3824999999999,942.7464000000001,1030.2232999999999,1254.4092,998.125,1256.661,1027.3799999999999,836.9608000000001,719.0645,954.6012000000001,848.961,1263.094,1960.3483,1637.2419,1450.8759999999997,1049.3472000000002,1021.7661,1057.2711000000002,1578.9972,1157.3292,777.135,1082.0430000000001,1152.624
b2891,2388.0566,6217.735499999999,5392.0704,1314.7259999999999,1623.1489,1774.2640000000001,1799.0412000000001,1394.3000000000002,1846.3140000000003,1347.348,920.9200000000001,646.0855,1296.0162,1440.6012,2609.5719999999997,2576.2994,2667.756,2486.036,1746.492,1044.6876,1620.0465,2327.078,5411.363600000001,2366.55,4974.236800000001,2835.1683
b4201,13.0214,3.139,0.1536,0.1955,0.6096,13.886,11.523600000000002,9.1,13.527000000000001,9.276,5.6160000000000005,4.5504999999999995,11.712600000000002,6.885000000000001,16.785999999999998,33.1674,22.491,15.12,5.61,7.9698,10.5522,14.0452,,,,
b0724,3523.6731999999997,19426.54,11802.931199999999,8172.451999999999,5540.717900000001,6060.7281,4398.438,6530.8125,5317.785,5061.947999999999,3716.076,3326.8999999999996,1212.4566,1144.1088000000002,2511.082,2549.3006,3246.6567,4160.66,6780.2592,3414.9372000000003,7565.9274000000005,6114.901199999999,19691.8532,3524.2650000000003,16741.31,6885.5124
b1886,2.1442,9.5245,5.126399999999999,1.1844999999999999,2.3622,17.2658,7.0488,5.2749999999999995,40.0005,104.07600000000001,24.627200000000002,1.634,4.6656,58.75740000000001,5.138,2.98,5.5565999999999995,7.56,2.8908,10.545000000000002,2.7735,9.901200000000001,11093.8752,5690.1,10000.9898,7648.5417
b1885,,,,,,,,,,,,,,,,,,,,,,,1516.8812,576.9449999999999,2316.6206,1799.1342000000002
