,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC+AA_CHEM_mu=0.63_P,GLC@pH6_BATCH_mu=0.63_S,GLC+AA_CHEM_mu=0.65_P,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S
b0782,10221.811200000002,9939.429,1644.521535436268,1986.247394119707,3342.75,1273.665,1346.1968000000004,2156.0691735027,3409.41,2076.7686872914,2049.2806814408,1773.8718612594,1843.272853917,1892.5066186354002,2995.9899000000005,3011.0565,1838.6352368313,2950.03,1494.9419459792002,1603.5959999999998,1657.5211387479,2813.3375,2548.14,1582.6778661844,1267.6024432516,2610.485,2483.0436,1248.3319337126,1426.6542167219,3514.8217000000004,3284.028,3294.4296000000004,2355.39,2971.3095,1261.6878450895,1278.6778488724,1037.7930328683,895.7621213478,10366.44,4267.4659999999985,2347.1582194108623,3634.6036,3923.587164323185,868.2312049513,10049.1699,754.7807778086,3591.6936,8127.4583,2672.295,724.4696016361,720.7142369464999,685.4542584141001,659.6143669278,1960.7352,3994.4448,3585.9376,5973.6889999999985,2565.0098
b0783,418.1544,550.2978,272.70665692205205,294.29061662105,278.28,93.727,107.7856,204.2989804307,267.34,237.7639083543,203.2692860747,,192.3595814681,221.9082512876,223.3764,179.0895,227.04188186369998,301.87,270.02534720669996,166.356,203.9361644472,241.9875,260.55,187.188494266,195.24116681380002,233.68,286.7283000000001,,176.6549142338,326.8974,267.3396,286.5456000000001,237.99,239.004,196.80298842439998,333.5735206252,176.9547251584,172.542766602,995.764,480.802,231.557617920672,448.791,585.2676957676799,186.83901565419998,646.4619,143.71106997729999,486.254,935.8392,280.29,137.5790461314,199.4937441936,156.9916154029,,323.3436000000001,442.4064,343.7580000000001,866.4929999999998,561.4372000000002
b0784,1898.4780000000005,2478.5514000000007,336.534629976756,333.64718656479903,386.42,251.0375,213.772,,367.45,,,,,,871.9938000000002,670.2774999999998,,331.68,10.3963415347,284.736,,1121.225,350.14,,,739.0383999999998,1066.6494,,,1118.0457,949.3044,1216.9476,285.59,695.4255,,,,,4164.118,2017.932,493.15732284462615,1659.0712,1097.53638996374,,2589.4197,,1708.586,2495.899,1539.9,9.587101141,,,,1836.5520000000001,1701.5232,2278.4912,2667.6555,2575.016
b0785,720.2520000000002,666.2898000000001,230.273864662152,227.954878511256,311.34,93.48,111.8312,,300.89,191.6079479348,224.573562426,261.49234106119997,,217.73873592580003,243.60060000000004,309.6375,,324.33,,147.756,,375.125,286.64,,,298.83099999999996,264.5919,,200.8003746277,394.7947,406.7316,439.2564,315.45,284.22900000000004,,249.02933289990003,,,1409.3239999999996,538.888,301.21186941797697,650.5872,720.1899642599999,,1125.6231,,440.6404,1224.2138,523.86,,,,,604.809,717.9072,1108.23,1043.481,1105.4998
b0786,183.6918,96.2928,,,,81.86149999999998,65.7488,,,,,,,,63.25890000000001,46.9315,,,,74.868,,59.0375,,,,87.37599999999998,68.6925,,,132.42790000000002,89.6016,79.5036,,104.15250000000002,,,,,167.87400000000002,121.212,,92.7686,,,219.0153,,106.2492,168.5786,44.49,,,,,35.66549999999999,147.648,60.18680000000001,224.589,76.82320000000001
b0790,33.129,27.799200000000006,7.209243046411999,14.287077305415998,,4.8545,6.999200000000001,,,,,,,,9.3684,9.429999999999998,,,,6.071999999999999,,3.925,,,,7.1882,4.7601,,,10.349,11.946000000000002,8.9232,,7.290000000000001,,,,,18.522000000000002,13.705999999999998,9.440882995449,13.135,42.27373892035,,24.637200000000004,,7.1187999999999985,16.688,,,,,,,7.8336,,3.44,
b0795,123.0714,154.62900000000005,193.24944496070003,171.51105290475599,,73.34949999999998,78.90480000000002,20.4239624648,,24.5476242784,20.9255045811,,,,52.08120000000001,55.729,17.2264087814,,,92.988,,79.0125,,17.6241618287,16.6136230541,75.31099999999998,93.6411,,,109.6077,78.44760000000002,85.29840000000002,,115.3035,17.5501385802,,,,94.89200000000001,110.306,234.09198928584306,115.2472,374.30209646948504,,211.239,,148.6364,136.8863,58.335,,,18.284294037000002,,69.915,299.0784,158.576,371.09,102.024
b0796,,,44.256467099376,41.438227346644005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.748394656706,,95.82926402821998,,,,,,19.395,,,,,13.0626,,24.6132,,27.991200000000006
b0797,0.8262,0.7938000000000001,7.447059947208,26.991443984287,,0.589,0.6032,,,,,,,,0.0999,2.806,,,,0.828,,0.8,,,,2.4892,0.129,,,6.4190000000000005,2.6532,0.33,,3.2939999999999996,9.319611865499999,,,,1.3159999999999998,1.19,8.868817588938,34.846799999999995,63.646963773459994,,1.3377,,0.1628,0.894,41.19,,,,,128.9445,17.510399999999994,166.52599999999998,116.4655,278.168
b0800,1425.0492000000004,1308.8466,781.400480864904,699.0164902195099,1013.22,491.80550000000005,559.3016,441.8198102811,1060.56,394.0683591179,318.7096925387,337.4732248668,282.37732154729997,389.4201747496,806.193,692.1964999999999,382.4718125513,1159.26,277.396686314,675.4799999999998,400.2453383135,565.6375,1032.58,398.5887010396,224.986677633,610.2985,587.1693,213.3604637439,334.1154988018,1170.3802,653.3340000000002,741.2856,1052.49,836.5139999999999,342.7984392014,327.2319146444,227.8722857853,211.9688843191,1815.828,1142.316,660.032851521045,1017.1176,1896.2434361148294,195.7169602405,2283.8067,185.95913537169997,950.2192,1547.3948,986.655,173.2475743178,192.4423555894,187.93729974029998,,904.7178,1447.7951999999998,1336.3632,1847.0005,1460.273
b0801,579.1014000000001,680.5296000000002,1016.585534144848,681.133216398027,774.9,364.6385,518.5232,722.7504765328999,1112.27,766.1618085474,403.5760859038,436.5553327882,432.8006589593,780.2012999051,391.3305,1130.5649999999996,810.0359503269,1368.4,517.8662909499,804.2520000000002,858.4295623193,884.7125,1393.7,858.632912964,488.5296724044,835.6346000000002,714.3633,529.7051337119,900.8375919589,1317.3622,806.5068,852.2052000000001,1516.65,1221.1019999999999,934.4503500002,993.4281138022,533.0030129063,637.869464106,1471.89,1257.4660000000001,1298.7963859718789,2320.28,3752.461197677625,526.3834950383,2453.9739,574.9153751812,1340.5839999999996,1333.2967,1586.28,546.2772272336,,439.43543008410006,535.9065800993,1239.1593,1295.424,471.48800000000006,1334.5910000000001,467.1522
b0802,42.5898,53.0226,,,,1.444,1.8096,,,,,,,,1.6206,15.893,,,,0.792,,7.0,,,,69.4055,71.7111,,,0.0393,41.9232,16.3944,,14.7825,,,,,30.884,33.516,,106.9402,,,546.6195,,48.35160000000001,20.5024,232.845,,,,,984.2262,4.512,32.81760000000001,11.2875,565.1214000000001
b0803,0.032400000000000005,6.966,,,,0.019,3.3176,,,,,,,,1.4430000000000005,3.7375,,,,0.024,,1.4625,,,,12.0015,2.4897,,,12.3533,5.5440000000000005,0.0396,,4.1445,,,,,102.788,12.515999999999998,,4.4304,,,19.7715,,0.0444,21.5305,,,,,,,68.25599999999999,,9.116,
b0804,42.7356,40.743,,,,3.4294999999999995,4.2432,,,,,,,,8.769000000000002,9.4415,,,,4.452,,15.8625,,,,13.1191,29.0895,,,11.1088,13.2396,18.321600000000004,,8.451,,,,,111.706,80.738,,20.3628,,,39.6606,,34.824400000000004,18.6697,6.209999999999999,,,,,9.0093,19.2768,6.4236,11.3735,5.2102
b0805,1778.8896,1747.3968000000002,119.93906695753599,191.24785450322102,,36.024,50.596,72.282261929,,27.7322995042,23.488441935,88.0958676611,75.1016298434,72.1792767301,66.38910000000001,113.0565,68.6726010946,,90.6523175621,83.964,34.450076681300004,80.7625,,78.89591099100001,95.57840396799999,147.5359,164.3331,21.345336205,81.07466135770001,320.1378,146.8368,109.6524,,148.40550000000005,36.1271808755,40.8233855898,43.615896502700004,,2279.3679999999995,923.874,140.79521065064702,286.9394,562.0754749035249,24.225971287399997,827.4776999999998,26.743018258299998,196.026,298.2831,322.245,22.6266342789,110.3134879354,95.7481220044,,722.5671000000001,922.9824,637.7808,809.7330000000001,831.4956000000002
b0806,96779.1078,20724.303600000007,,,,4681.9515,7497.4744,,,,,,,,3776.7195,5500.219999999998,,,,6381.275999999999,,6446.125,,,,6819.976200000001,6707.1744,,,6474.3213,6396.508800000001,,,8516.475,,,,,7179.171999999999,,,9657.9596,,,9622.326,,,9990.8076,,,,,,,,,17955.7035,
b0807,27.1998,12.7494,73.53369979768401,57.91549866504501,,13.015,16.6504,,,,,,,,20.213100000000004,10.005,,,,16.596,,22.4125,,,,29.3243,17.2473,,,27.2742,37.8576,7.062,,35.1135,19.8398297756,,,,16.296,26.432,111.06079405542302,31.9784,222.01602776842498,,20.3154,,16.2948,19.7425,37.515,,22.1960081301,,,18.9036,24.4416,93.5768,93.611,99.62600000000002
b0809,392.202,531.441,1132.6956138597839,598.939816689012,1472.65,804.5455,988.8528,777.9294740718,1460.47,784.3558907727,854.7794958239,924.1150887538,970.4288808319001,856.3388327818,919.635,853.6795,704.4173930339,1183.77,780.9275240572,1403.136,567.4950422601,1384.1,1137.62,554.8446497263,758.5865782699001,1373.4415,1442.7747000000004,943.2354749799,460.49551651800004,1246.2161,1324.422,1407.0012000000004,761.58,1416.0555000000004,394.01164916269994,371.3691941756,625.8497947958,468.4513125641,879.2559999999999,1352.358,1484.2542054898981,990.8901999999997,1681.627846233645,515.5368914811,947.856,430.5809452266,1274.0432,2022.0939,763.2,373.1813730082,422.63263142790004,393.536194898,313.74288034119996,1298.1003,2049.4272,1342.2779999999998,1725.7405,677.3478
b0810,37.6974,29.84040000000001,293.84215306153203,152.576074060262,,81.9755,104.26,,,,,,,,44.1225,43.38949999999999,,,,167.676,,112.4125,,,,89.3826,84.5079,,,103.62100000000001,77.81400000000002,92.4528,,181.44000000000003,,,,,12.208,61.86599999999999,294.05731358918996,48.64919999999999,335.79394200557005,,44.8938,,108.51359999999998,139.3001,1.455,,,,,61.5252,121.0368,5.0032,93.4605,26.443400000000004
b0811,6819.1632,5932.6668,4234.788867149672,1784.7387665961498,12252.37,9066.6385,10702.2032,13754.227977721,14497.96,11979.3988636175,16426.875467718703,18306.752295610302,13634.6889775962,12420.122257283401,11956.775700000002,7801.807,11417.0110132937,13661.98,9278.267382153499,14632.908000000001,8951.8065683691,17268.5625,9085.84,5830.7778917463,12925.044353006899,16725.3285,18568.0149,11037.021235318502,4350.2078925019005,13847.7349,14019.918,19222.6188,5384.26,14526.391500000002,3643.7631502982,3302.0069702915002,8545.3229833197,5833.5558292685,7851.451999999999,7301.643999999998,6701.2066900345835,9597.425,5481.05612593577,6055.1856599158,7705.049099999998,4865.1876046348,11640.94,12569.714499999998,7309.5,6222.8696437313,3648.9718334916997,3557.1008500701,688.7417058547001,10172.0838,18407.9616,16610.9208,12078.657,5976.2519999999995
b0812,127198.1394,114245.6562,2255.5832046325518,1197.4338869389098,7820.63,4889.5645,5686.0128,16773.9060785096,8765.56,16873.6638609293,25940.017843805097,30015.0045257819,21891.5344892631,14884.9073678105,4622.595,10668.526999999998,14617.13864044,9892.13,15797.070002941498,6037.056,13965.022336195401,5212.25,8664.98,15122.3088762297,11515.107079057,8623.1476,5771.0085,9905.877313598101,13398.088182913201,11807.8946,8529.6288,8942.4192,5809.99,5768.55,12233.4726600294,12739.8774772477,7552.0449838918,6237.620399736,4967.368,3651.522,1356.1607939440773,6670.5778,1722.893434275815,4763.4753372673995,31567.500300000003,4320.8254375641,7398.801199999999,6923.746900000001,3049.8,3296.0924709188002,3442.5185863661,3548.6597439140996,2443.8548104582997,904.9479,10593.3312,12186.82,22434.39,4129.2034
b0814,19086.062400000006,36997.1712,64.17948827004001,199.01194526301097,,2704.2985,3498.4040000000005,3201.5176258454,,2636.2717937774,2196.9353058985002,2406.7777310069,2435.6071495851997,2588.7300998084,7860.3984,7074.4434999999985,3171.2066977765003,,2577.9931717123,4428.072,3621.7410644282,6843.8875,,4062.91711412,2627.0845547892,7173.0869999999995,6936.9234000000015,2322.7026341156,4839.9664483906,11317.7712,10878.186000000002,10246.962,,7162.1415000000015,6190.690659303001,6847.490861247,2511.3509896942,2838.0225347953997,46706.968,27364.582000000002,31.691368447793998,31868.421000000002,199.80541626981002,3196.8958514703004,50420.29439999999,3393.3789531084003,18516.058,28511.2245,30744.855,3719.2507647285997,3850.0337134346,4769.7673700559,6921.115887078199,30870.357600000007,25663.8144,51391.61960000001,54347.7,66614.26000000001
b0815,4.9896,0.2106,,,,0.5225,0.1248,,,,,,,,0.11100000000000003,0.023,,,,2.64,,0.1875,,,,0.1524,0.0645,,,0.2751,0.1056,,,0.35100000000000003,,,,,0.098,,,0.4686,,,0.9114,,,1.0728,,,,,,,,,0.086,
b0817,195.48540000000003,123.3792,206.393267635724,127.193591111351,,62.605,86.4448,,,,,,,,75.08040000000003,104.926,,,,114.96,,160.22500000000005,,,,161.2138,153.1101,,,170.2345,144.73800000000003,165.30360000000005,,156.5595,,,,,229.334,212.53400000000002,127.28052017378702,210.6712,315.3698908603401,,275.0811,,197.21,157.6271,381.96,,,,,479.1213,361.152,518.34,480.095,637.6936000000002
b0819,2331.4716000000008,1831.0698,1205.929292236024,985.5223590116119,1651.74,1160.2160000000001,1568.6112,1040.0456058671,1674.45,974.0494333327999,1049.9291723556,1023.0259017143,949.9564279583,1053.2777016657,2055.486900000001,1852.0175,1157.0182541544,1791.18,1000.0373233467999,2301.672,1044.7888045928999,3208.7,1814.22,1115.3135484748,1046.5586148677,2663.7361,3430.9227,1084.7743392253,1151.6060571521,3672.4016,3398.1684,3182.942400000001,2287.39,3412.908,1183.4158133668,1249.990579929,1043.8662636295,1011.6523535082001,4453.792,3951.5,1458.952777580784,4926.4628,3807.10945922232,986.8206741764999,4800.2556,1094.0420839326,4593.2688,4836.7635,5149.245,1887.7544201685,1041.6629831425998,1176.9756687172999,576.3231242106,5731.1007,6578.2656,5286.453200000001,6931.514,7573.777800000002
b0820,154.791,161.19,244.37953246160401,201.512240354453,201.82,91.2095,128.7832,184.3870646805,282.74,169.5752621474,168.6359181273,195.83658536459998,169.5464549419,188.95030839400002,140.42610000000002,157.71099999999996,196.98478538939997,238.14,211.1753242222,190.27200000000002,209.6467495112,201.775,232.74,199.7557163212,196.44959141900003,230.6066,248.38950000000003,190.387661343,199.533887795,269.5325,272.39520000000005,270.9828,274.65,264.276,188.04496596299998,192.98754531810002,225.0380279037,205.12473869849998,243.236,317.87,285.439951508037,486.7192,754.6337271303099,228.1628971861,248.43,221.7041882502,421.3116,337.9469,465.585,208.5673778972,190.9817087454,236.47711324009998,257.66313875189996,1077.0627,730.7135999999998,1264.05,1583.6255,2029.253
b0821,25.239600000000006,10.1574,23.168441357992002,15.426996788151,,17.793499999999995,26.5616,23.214594922699998,,,,,,,24.2091,23.506,22.4046182554,,,36.3,,36.7875,,,18.99963199,28.9433,28.212300000000006,,,45.0378,43.032,41.7648,,50.8275,22.083692870500002,,,,98.09799999999998,50.092,72.803116713627,79.307,255.770607816235,,76.42530000000002,,52.03679999999999,33.6591,25.71,,,17.1771230694,,30.2139,171.8208,28.768400000000003,98.16899999999998,35.83920000000001
b0822,83.3652,71.2638,71.944643640096,76.51903699597698,,27.796999999999997,33.644000000000005,47.686779746899994,,49.6966023875,,,,,72.483,76.291,52.237623683100004,,,40.09199999999999,,96.05,,59.914304940600005,31.149942424299997,67.0052,104.5674,,69.80734856810001,77.3686,100.584,100.0956,,99.711,65.01234166020001,,57.9696659132,,320.516,212.422,102.901604772729,192.3816,360.67758331554,,268.2897,,183.4164,254.0003,145.71,37.6977324746,,44.5685450109,,198.0276,155.3472,121.5608,205.0025,203.9826
b0825,148.01940000000005,139.2066,,,,38.3325,59.903999999999996,,,,,,,,152.58060000000003,76.76249999999997,,,,65.844,,110.8,,,,94.8182,124.1883,,,150.9644,156.09,126.62760000000002,,86.48100000000002,,,,,417.914,196.868,,156.839,,,204.7122,,125.06,269.4218,145.515,,,,,134.8563,191.8272,115.73080000000002,179.826,97.05360000000002
b0826,8.6508,12.0042,96.488286796508,48.711475995288,,31.312,7.186400000000001,,,,,,,,34.5321,74.727,,,,78.012,,53.9125,,,,30.8864,71.337,,,75.587,46.662000000000006,,,69.336,,,,,15.217999999999998,,77.66237011655102,133.196,133.79575682420995,,22.0353,,,54.6085,14.580000000000002,,,,,26.8863,,46.3644,227.7065,62.9802
b0827,556.875,596.7432000000001,399.006462137396,248.94328043382095,265.19,204.497,270.5456,204.6527056729,235.99,210.5184407926,195.6948649372,207.68741406990003,191.5020091959,210.1338557683,456.95370000000014,499.91649999999987,203.8935546736,251.62,189.2012483895,341.16,200.9984827278,548.7625,230.34,194.52198316209999,181.9579372518,544.1061,423.5586,177.65163157310002,195.57316301740002,585.2032,566.8344000000002,548.7504,228.24,431.4465,192.9958038739,186.2061040362,169.1545095276,181.209283284,751.7860000000001,730.954,475.529675081016,764.7978,1169.3059134258353,163.2430455928,1369.3784999999998,166.68625579780002,627.1795999999998,962.3314,1014.72,153.42230246559998,149.5885188039,153.8351952452,169.0367288384,968.6856,983.8464,1082.0692,1512.31,1140.9684
b0828,118.7622,141.7338,43.303493084608,18.772192776956,,47.3005,46.23840000000001,,,,,,,,64.53540000000001,91.632,,,,69.09599999999999,,93.7,,,,89.5096,84.2628,,,74.146,85.4436,57.7236,,90.0585,,,,,206.276,113.008,49.814979377223004,95.1826,64.15282775906499,,277.62420000000003,,98.9972,216.646,35.31,,,,,56.0736,172.3584,25.779200000000003,103.673,31.217600000000004
b0829,10.8216,18.8406,51.87717094008401,33.160899508193005,,8.0465,10.3584,,,,,,,,7.3149000000000015,10.568499999999998,,,,13.692,,7.574999999999998,,,,9.4742,11.0037,,,15.9689,6.336,13.6884,,18.6165,,,,,12.964,17.849999999999994,73.88933082687899,9.9968,136.386096712355,,42.3507,,18.5592,28.1759,1.725,,,,,4.1418,14.7072,0.106,4.858999999999999,0.21800000000000005
b0830,,,,,831.38,,,208.25576758009998,714.01,215.43710881709998,153.0710214216,170.8320159161,144.20152375770002,191.1259141519,,,193.0792842227,698.09,136.5007753441,,181.8201364787,,578.42,167.4114792923,130.26058115729998,,,117.7794342989,139.0883273442,,,,580.05,,138.0993434909,138.6316641556,110.9331137692,112.56376229770001,,,,,,96.3816304065,,351.68497737449997,,,,116.1022255917,70.9368657865,72.0080083792,,,,,,
b0831,106.9362,98.5446,96.38278291469999,68.118067757936,,47.5,61.88,,,,,,,,58.20840000000001,52.67,,,,92.376,,81.27499999999998,,,,67.9323,95.3052,,,84.03650000000002,87.35760000000002,84.3612,,122.0535,,,,,84.69999999999997,139.874,123.36864460437002,101.9702,254.56427343159,,147.588,,121.6412,172.8549,64.095,,,,,100.5714,126.33599999999998,8.628400000000001,63.468,14.3008
b0835,30.569400000000005,26.1792,115.78668201229601,48.063921687131995,,52.4115,76.64800000000002,101.56043640909999,,,89.75373638069999,403.0559786293,105.9965230591,122.2593441135,81.65160000000002,128.5815,118.8942943351,,164.51321235129998,143.064,129.90907442510002,164.4125,,135.5118941112,131.320192365,218.9861,235.6443,147.9218349035,163.7963762347,211.4602,236.2272,174.5436,,215.757,168.85754254399998,169.6782414454,,186.45208883439997,115.59799999999998,238.056,218.2323405309,462.3662,591.897673637875,172.12100179240002,153.27689999999996,196.2564599684,314.8256,292.5168,574.9350000000002,193.04613444720002,216.3404642806,210.5344581161,226.7998589455,954.6672,775.0272,1261.1244000000004,1740.1455,1971.4394
b0837,0.0,0.0,,,,0.475,0.4784000000000001,,,,,,,,2.3310000000000004,1.6789999999999998,,,,1.068,,1.525,,,,2.8702,0.1548,,,0.655,4.1448,3.3528,,0.9315,,,,,0.308,0.5599999999999999,,1.8176,,,0.3381,,0.444,0.0149,,,,,,,0.0192,,0.0215,
b0838,361.3572,429.13800000000003,796.6786703643602,405.21966812028097,1958.26,764.1514999999998,1076.8368,1274.3541193663,1766.86,1292.4382590837,1112.6190738729,1250.0028950184,1049.4894736881,1146.2719152112,685.3362,922.438,1126.0587044339,1557.12,803.2690611730001,1131.948,1076.9223537305,746.825,1474.37,919.4174555982,768.9850156008,724.8525,437.31,709.1504714125,826.4802646283,880.1759000000002,784.3439999999999,586.9512000000002,1161.88,1322.217,790.8300520378999,782.3538082133,602.9363392266999,493.1509584068,1172.8639999999998,702.8,986.7569972233681,889.6725999999999,1833.3496043682694,475.80958725410005,937.1544,425.1631377989,639.4784,555.8594,803.5350000000002,363.6449597574,,383.5681145346,280.39525488099997,670.7061,1344.7872,609.1396,782.987,337.7692
b0839,1410.372,1214.19,1193.1822755239564,1141.8723759397,1776.41,1228.635,1239.5448,1162.181096666,1375.21,1178.5394608569,1083.8328273563,1193.8553356941,1059.4522137104,1017.1551836971,1454.0112,1182.0735,986.4012616957001,1259.34,931.6545431210001,1229.652,885.9586630225,2168.1375,1018.5,849.4745417632,880.3522134455001,1613.2937,1605.2243999999996,787.6764728471001,776.7474888128,1314.3361,2331.1728000000007,1988.0784,922.41,1403.055,628.7011775016999,683.7133766664,662.7470920864,641.1480873798,1159.4519999999998,1640.058,1220.2687361841452,1402.4062,2103.16091569925,508.7590230304,1650.369,481.8631524596,2279.5256,2828.2286,804.795,404.084016879,427.5640393876,394.7899532877,354.1711890564,1807.878,1497.9455999999998,1071.5539999999999,2055.4645,1067.437
