upid,GLC_BATCH_mu=0.6_H,FUM_BATCH_mu=0.55_H,PERSIST@8H_mu=0.02_H,STARVED@8H_mu=-0.005_H
P31119,15.0919241105,13.6770271546,8.1956303064,13.9076007405
P0ABD5,1476.1718853894,1444.469675595,1483.5185284525,1434.464298854
P0ABD8,1708.8195223244,1842.156762447,2036.6294322792,1919.5276834463
P24182,1334.2738502547,1149.6268644954,1562.8955008628,1260.2034900889
P0A9Q5,971.4314418061,830.0567989207,1021.8342506305,841.1148014672
P0A9G6,11403.8805704645,45004.7439537123,8041.8651168924,34438.8538554172
P08997,3702.3466005172,6745.8547611434,2269.5178143017,5607.6888992732
P0AFG8,3742.9535501724,3406.2053104029,4248.9828715188,4034.5882277032
P06959,3749.2287231735,3429.9034611801,4424.7328366027,3787.1161919106
P11071,10.8075205392,31.9878913456,3.4196103193,22.0750145449
P0A6A3,1795.5491134412,1928.7314246712,1960.801200477,1641.5432785595
P25516,501.0320527675,1087.9378114614,1650.8973890717,1346.4083405918
P36683,4154.0617402044,10603.336874626,2198.8604121922,8653.9719700594
P0A6A8,12366.9771382319,12263.565585351,15447.7710203741,18294.4227584121
P24224,70.9938271867,72.9947999464,63.6860179599,83.2688793896
P37623,111.6299515045,102.3421003199,140.2599325157,57.021900602
P0AE06,1458.5656267296,1274.1490876052,1799.4210235242,1489.7245529732
P31224,401.2455800948,420.1231450565,597.3642540301,491.2889038282
P27550,772.8861489041,10121.5784330928,4940.3840601921,9155.0842736961
P32705,64.3597780388,1901.8186740223,340.3511797369,1246.9781919887
P22333,223.5153689539,247.1319959361,216.8316580712,217.1857827263
P23477,28.0135325697,26.2212678554,91.0047219895,52.1495958366
P31441,28.2943352126,53.5912705611,22.2248743166,38.4904160685
P0A9Q7,3266.1932124613,2353.727592765,5337.3936717788,2900.2015929408
P39451,29.0495606458,30.5747150625,2.0158224348,16.1037131188
P69441,2912.0668614199,3302.0011892478,2408.6355454413,3294.1715468108
P0ACK2,98.8525407358,100.3321594243,67.1576127337,116.8588419145
P19926,512.5883900023,1431.0661581066,2871.0702311099,2284.2562942008
P0AE08,17353.5178744053,22508.4763521027,2821.4601870712,13441.5710473878
P35340,1352.1849822942,1365.0363872664,281.2986874643,749.3431861305
P33224,4.6340290024,2.8344300632,32.2266821186,13.2942775412
P00957,1868.2344243061,1406.8771377732,1795.724229931,1461.1463112965
P25553,2089.4574153609,18876.5534449936,4610.9064750354,15799.4885200253
P37685,210.9476173814,1533.6677921558,5555.92922406,2686.5327658192
P04395,10.8567863631,9.2635405915,17.5406213626,9.836885095
P0ACN4,293.3474416064,257.137532616,359.942360406,285.6249499937
P39265,32.5330787727,105.8847390812,189.7868443493,128.6727063319
P36548,108.7392792879,106.6072538051,54.1456890709,63.634358922
P26365,114.3009128045,85.1111632867,106.833163246,45.3226421454
P75820,62.1778794987,59.2918989545,90.7875344139,92.421588652
P0AE12,578.6422921737,488.3989288037,546.4125132603,535.6096508282
P00811,41.8031100224,32.151509249,25.6602908896,36.1393363843
P13016,57.8414269569,62.1727836403,34.0932539348,43.6426262873
P0AE14,49.3105615748,70.2023177834,51.5380351583,72.8984326286
P0AD70,40.6606591578,30.2306146388,17.7039740668,6.9849573937
P69681,104.3117128198,0.6659370585,175.5477609184,0.0832127538
P26612,137.6338046658,172.1024806999,143.7652032343,138.9238878045
P77570,67.5111752462,79.8941325166,30.2812067501,76.3523696301
P0A962,470.2043796435,447.3698505831,364.8712147327,445.4837431949
P00805,1.2008373593,0.1065794186,24.3838736531,11.3642018709
P62672,55.5706996095,66.9677365319,183.9193178962,57.2584617453
P05637,19.7576661967,18.5046554828,28.1635186988,35.8252021284
P0AE22,28.1426623607,110.3036140036,39.5981691053,156.7474831828
P69503,1091.4638856127,820.6679076993,904.4626931912,772.1025555156
P02924,90.5085447887,430.5426532145,1737.7002295425,904.9928560122
P0AAF3,5.2271547233,2.8497016462,57.933341178,26.7403763566
P0A9Q1,1620.7803800656,2240.0548388422,3948.1239222472,3089.374430452
P0AEC3,42.9132124172,73.8949316426,57.0943613421,44.4487097251
P0A6C5,488.9509175445,293.5155171914,107.9096710523,184.3574315099
P0A6C8,2380.4338324779,1469.4055115438,1257.238512952,1224.8391195357
P11446,1311.8487158844,848.434477261,686.4406682016,727.9865669554
P18335,3028.5822911211,1581.3330811361,2443.3638174474,1637.9212340627
P23908,2228.5082566425,1060.6001382873,2205.7379373299,1066.7284600854
P06960,565.1561339018,332.3603667057,76.3910653432,172.7457253995
P0A6E4,4706.5580836901,2344.5134758633,2918.1603218889,2407.4727083157
P11447,1660.9018120196,877.7763393568,905.0645212957,819.9386946845
P04391,895.6722475041,639.6259466353,101.2637841658,393.695484631
P0A6D0,383.2915812335,378.0853220121,653.6063106783,366.3153436365
P11875,595.674862599,490.2642260846,531.0961736644,561.0852886665
P09551,2531.3676604779,9399.2997875323,9149.5796816292,8931.0000411556
P77398,11.3543807624,18.7658279373,2.0830743421,6.2912081236
P77757,9.3576940784,12.0778087282,9.78454991,8.9839826279
P0A6D3,1434.4580621727,872.681915444,1038.6183741682,771.541503565
P07639,647.6404615244,628.294042851,392.3804987085,534.1342279776
P12008,596.5722753271,598.064211034,667.2559523339,553.3286636507
P05194,474.3130904975,396.235028688,304.6611808109,307.2596939783
P15770,279.3936602985,231.3684311842,255.8360399482,218.9023825644
P00888,1328.9141068321,1001.002403456,148.3573760178,287.9684481363
P0AB91,4789.9024256204,2371.3189274158,3620.9520705074,2383.6093079481
P00887,373.1805913039,209.1862257244,322.7382306386,194.0952452607
P0A6D7,1202.4170625099,953.1398700297,623.2198451236,730.8476096913
P0A6E1,545.2538418507,741.1941294111,614.5543737888,532.8739930233
P0AE28,236.0373530475,371.6430773427,98.9184632378,139.8991414351
P15993,450.4443104775,642.0456235877,346.7008203724,314.1216793946
P0AB96,11.9414014132,27.8347755374,12.2651484531,38.0973631093
P30859,1381.8669280301,1950.3183445734,2050.5100182428,1937.0204787537
P30860,2927.2209549868,2071.819468833,3443.8120697522,1995.1477089392
P0AAF6,361.563587009,326.8664702592,472.9319388252,355.0465805259
P0AE34,84.3982076992,85.2028573292,106.2911331486,83.2346794382
P0A9Q9,7210.4463415971,4075.2706961445,3622.4769148647,3414.1602037378
P28249,76.1872605594,95.3035661429,105.1874303972,109.1055444175
P00963,563.0570654676,324.7095460136,49.7034164142,79.5541928874
P22106,759.0114383805,536.4496253216,407.9773842186,431.0359325857
P0ACI6,22.6129074552,26.8641137409,40.5316474072,23.2420360019
P0A8M0,2418.0899244008,1900.6639731243,2228.990648905,2234.767517849
P0AC38,121.575397489,1339.6755885451,633.4364041807,1823.3838843879
P00509,3914.2215831868,4817.8890433484,2214.2410454125,4613.9159132804
P21889,1185.3863308901,1092.8908141474,1126.1996022759,1152.6164546969
P0AE37,8.9167173332,10.3063804798,122.1615743182,122.8482284248
P76216,49.4798152067,33.5636957632,117.3841540441,83.3198911636
P77581,157.9493954141,421.3361124799,864.586454442,1334.020489925
P76217,99.7448591813,128.6479947097,494.9399163213,630.7373397912
P76215,2.1565686835,16.7300139293,92.5653208189,42.8519523964
Q06065,4.6840770423,19.9417684578,2.3972285081,10.9188746066
P0ABB0,5360.9571518908,7649.016998221,6108.8137895155,8335.0026405314
P0AB98,579.3895106367,970.3818269046,572.2723792266,740.280171904
P0A6E6,3024.4874809306,4771.2535217582,3271.3614424232,3836.2040204991
P0ABB4,7417.4395666126,9999.9472104718,8114.5303275104,11098.9974129308
P0ABA0,3542.3644960955,4757.8783982218,4164.6071390528,6038.8261056959
P0ABA6,1782.6984212072,2760.0070686624,2257.435449089,3202.3756613028
P0ABA4,2258.8932535319,3219.3873238915,2405.1051872943,3469.0653395252
P09053,453.1183919597,415.8514980336,131.4603063186,329.8708423231
P41407,1343.7613972686,2078.6636674942,146.9445124365,1064.7644469792
P69228,144.1708764473,103.1741108816,132.523326346,96.6095842547
P30847,24.8488645824,27.7767618205,36.3296453465,33.4748994891
P0AEC5,14.0541787188,21.1073515068,17.5403832196,17.3459961209
P30843,95.369508887,143.9101356834,177.4981993541,166.2762843382
P30844,2.2208071009,2.2470764853,0.0820574946,0.0815224302
P0AE52,3347.8160837918,2572.8455964282,2977.7250751518,2751.326274436
P28246,40.0788888869,34.7040624538,43.2803608507,34.6357418749
P17445,266.9363293391,177.8007692268,218.6627338091,187.5565470192
P0ABD3,574.6215538052,1129.0746351002,4121.8490967753,1035.942277915
Q46829,659.10486425,639.1662486309,692.3127409452,721.9591503014
P33363,210.8072731484,245.3807263133,230.5706870062,270.1769484481
P0AB40,191.6675695326,21.4094747873,437.3575464389,32.0363463497
P12995,255.435368702,320.7350869444,247.1876892807,257.2753999818
P12996,294.9966478974,219.4689782899,38.2150880046,66.0733289066
P13000,944.2020448272,800.8675474169,1261.3979070442,793.1083832256
P12998,61.3805818896,44.7508398548,35.2810798281,35.5235198345
P13001,61.9403544232,53.7862700386,52.1459363654,59.0397550453
P06709,51.4191917584,47.984239094,50.7349269085,34.591574131
P20099,58.5406269932,49.5442224967,94.5638473107,50.1918108446
P0A901,432.1339493196,245.1932879302,263.9260511281,353.6226371995
P0ABE2,981.4238562033,1042.2425856831,4099.3391302023,3798.9639342914
P06129,429.1866668016,425.2482571085,611.3865422683,441.9816972433
P06610,832.2834244019,920.6940001635,815.2884741277,727.8784910921
P0A9H5,151.287504378,138.4061997772,110.5112845934,95.7313206163
P61517,2527.6157289778,1722.8383177743,1568.3510238568,1416.6375229753
P0A6F1,4223.779280648,2707.4894043583,3932.0230517983,2582.9505606299
P00968,3522.5224183101,2120.3054281027,2943.2045013914,2130.0434949954
Q47083,30.6428568728,50.7728168963,10.4071641997,16.053875801
P36659,261.7117407769,287.4354945889,545.919192314,351.8812196511
P63264,174.6405678458,361.2688719878,274.897445487,370.6781582399
P06961,58.4950377899,53.2629886507,36.2668129473,47.0833331678
P69490,27.8099435081,30.7212456467,52.2631657236,32.9522396547
P0ABF6,276.3088591353,344.8779088219,1053.1283272511,474.9198520591
P06282,36.8370832683,18.5711853274,39.7566910592,12.3907387608
P0A9H7,131.5015068104,66.6800924767,26.6355743321,0.2457653519
P0AE63,268.478995797,178.8613249917,114.8309886436,102.6968200708
P69795,215.6986258319,362.3354185333,666.5120621093,390.96064259
P17315,443.5402154075,426.7599158988,477.0419989775,630.1316507166
P0ABH9,613.3506687069,396.7934292649,460.4451234953,526.1061493664
P63284,201.3646363648,231.7034305088,374.1630706869,262.5284774432
P63284,4.6193311472,8.9978475103,1.5722674061,4.5045934079
P0A6G7,3036.6717641115,2652.7199397221,3091.9868157267,3218.495483817
P0A6H1,1471.6136793489,1062.2435018566,1164.350996229,1034.2849636931
P0A6H8,170.1835072037,149.5284669712,197.6250031217,171.3730274014
P0A6I0,492.3928260219,469.5586644506,706.7169039653,579.2522329602
P76290,247.7341070132,265.2359674346,186.8561789238,257.2093421185
P76291,57.5462016948,43.0650524331,63.3470314498,52.8703934689
P0A6I3,176.0966027858,202.7703227616,108.7079029221,166.7850281426
P0ABQ0,221.3098274927,251.807650085,221.0299820764,253.2754787906
P0A6I6,222.1578798425,189.3634061287,228.7277450153,180.6861463419
P0A6I9,42.0883012372,38.7505753367,83.0940372633,58.7239566627
P75960,334.2955089254,451.4748185345,333.3914549679,489.3121818055
P36562,261.8667726632,206.4871500946,165.4882519972,217.6447435994
P25524,809.6411443648,443.5722121537,386.3952769004,960.7786235193
P0AA82,363.3639989513,365.334523898,2.4596227464,4.3838606911
Q59385,1382.0239625673,2149.843452301,1830.074825813,1959.701484155
P0ABI4,445.4311361712,391.7074256761,592.2636291112,486.7214552887
P0AE78,332.1760436023,424.6013585886,380.7961198668,383.3615589461
P08331,165.3448581304,332.2806869019,158.046307558,362.2181734895
P0CB39,175.6476700414,152.6932157849,223.4157090595,239.9102817605
P0AE82,53.1459422047,58.5793673316,101.7032533647,53.2460831483
P0AE85,312.8813876268,681.8023590314,1091.2914306806,826.8071467656
P0AE88,841.6335628571,1027.1084425873,1017.8254831269,1099.5218876411
P0AE91,312.4976273884,241.7853650199,366.1129303206,240.208196213
P08368,17.293153712,19.3902108607,4.7429903335,16.4000519878
P24251,1048.4313596505,852.9885723562,575.9427829514,549.1800188394
P0ACJ8,2272.7763983115,3169.0517773695,2904.6737171694,3518.6646713576
P69783,5925.5444855501,5060.9111404395,11441.6568880779,6804.7425491088
P76621,44.6978727358,365.5763977756,671.8463641207,382.051157112
P54901,6.0308965028,10.7777689643,120.9063047465,88.0985835834
P0A9X9,1053.4350347157,2398.7610466836,115.0493555606,142.5538935581
P0A9Y6,15083.1411963855,12241.512636056,11549.0408116599,8439.6563064469
P0A968,577.8190284984,3172.2243069178,552.924019146,376.3165286985
P0A972,4567.0490618042,4119.6569149458,2268.5368558214,1230.7997169516
P69913,1264.6491043491,1366.6436576623,1141.6610043605,1144.6752975416
P15078,415.9117511465,2001.8183296913,1281.6622367873,2256.8223215339
P36649,197.1233592033,139.2985825915,149.9471161855,138.3626500763
P38054,450.1684495016,553.9123451543,385.0880920892,425.7801025149
P77239,1336.8610253472,1510.9627267792,1150.7995046207,1079.3368475827
P77211,710.6054309603,807.5711200518,791.4038596194,845.1737548058
P77214,6416.2577983293,8152.8819920351,4684.4478687615,4189.555506544
P0ACZ8,781.7008949001,840.2398577265,325.9849256772,503.9942709274
P77485,209.2333715985,258.3695094931,189.2212977086,198.4090215817
P67826,181.4961885235,142.6647291013,156.5081942019,140.2904396962
P00936,27.3664841859,6.4963842154,4.60968252,0.8566238629
P27838,216.1604992979,306.967761611,254.2207750304,193.5035709118
P0AAE0,252.553750187,775.1321375153,190.9711562018,395.6673410536
P0ABJ9,486.2647929441,661.6098998909,704.7912979382,779.9313668409
P0ABK2,351.0284352517,342.4098023984,362.9966362793,515.9995629475
P23886,183.0936479516,148.3275226005,199.3214402771,158.5651281169
P29018,102.0242393034,98.0582044623,93.2048377573,84.882946867
P0ABJ1,1595.798840633,2026.7257006615,2305.6654869437,1871.2398070149
P0ABI8,708.1001068387,1157.5823673567,1017.1269207593,956.2034913481
P16676,901.6649251475,1011.6740255934,124.7339508725,147.4752706802
P0A9F3,456.0821276586,341.1511444968,382.3397803424,387.1276087115
P0A6J1,739.1311141667,529.1953458583,513.222756526,410.0742724269
P21156,1653.6167587348,1075.6208124376,421.0649275217,338.1073542449
P0A9D4,617.443051089,680.3592828042,472.0320665257,684.4097605961
P0AEA8,63.9161211907,39.1625973957,80.6196625868,39.2140985828
P17854,829.3209032604,672.460697259,250.9269433272,441.7372216865
P17846,1833.0006675528,1487.78411509,1076.4624768078,1356.8491166153
P38038,2548.1384564151,1670.7815347116,1461.4550177203,1727.3732898716
P0ABK5,3998.4144181568,5507.8383130062,4620.4033893082,6877.21274863
P16703,599.0792120884,551.7227339416,482.5495761396,576.6535714743
P23845,1664.4019650365,1238.8069571771,443.8893336007,584.2522192946
P16700,1782.3097918577,2092.6388742379,2045.8787773614,1997.6862310171
P22255,814.4626673971,894.1685586461,2235.6406133772,1236.0549379337
P21888,541.4317899143,463.5024476982,457.0157644008,485.9539107999
P16701,380.0428266589,304.1758921574,117.1602430379,162.8803460969
P0AEB0,78.798527612,93.1069367882,8.3935855091,16.5110914069
P0ACN7,17.3100296737,27.4987801273,21.9267132098,19.4762058569
P0AEB2,936.9718003223,687.5960605629,1026.3923694521,504.9795861359
P24228,95.816826616,64.560528617,95.6381238425,62.6982230988
P08506,978.214379395,1099.3412037695,1871.92192777,1296.9372560043
P0A6J5,231.4153352678,448.1099116527,606.7644200443,549.324047112
P29012,65.0642440083,194.0951241145,309.7734918566,281.3939984081
P11557,935.5883191065,733.2780502695,932.3698067818,659.9424854121
P0A6L2,2207.5807221359,1921.3424141214,1594.21565356,1787.7464808918
P04036,402.5698915221,230.7450074954,422.2437437323,405.1594191526
P0A9D8,5839.7354206397,2598.4493282973,3881.5880220578,2771.3654904102
P0AED7,147.719576915,88.4125076594,104.7319213129,90.9684220955
P0A6K1,63.1368496198,54.3533065945,55.2336233967,61.4985646684
P28248,312.1883962344,411.6704414941,213.7340349811,381.7675483082
P0AED9,61.7913455268,49.4914852517,53.7030301492,49.1884682049
P24171,849.6553565091,892.2146996833,559.3785666692,671.8246866174
P0AEE1,1426.7815551383,1226.9935580914,1615.2618097198,1430.0864282116
P0A830,63.3560650518,2063.3208451153,124.0733593383,1901.8531914321
P0ABN5,189.5409073261,251.8021685438,233.2091040682,374.2772486414
P76316,319.6259594667,375.0758830947,471.4952089537,519.1392128996
P0A6J8,245.2195653602,270.0880841416,243.7317796043,294.9170909388
P07862,176.6173291576,154.2103307249,216.1738548835,183.0842257008
P76128,73.2408477313,212.1596827158,236.2089001711,181.0135225212
P0A9P6,429.2427643836,264.112872126,24.7148342779,24.4513752083
P09549,200.295127445,245.5787027825,142.7675280837,193.0640295129
P0A6K3,486.6614243706,276.7630903069,464.0868427339,225.9806535581
P0C0V0,1798.1609408191,1379.4177229233,2026.7650006987,1594.3474929634
P39099,437.8889502611,463.0926368411,541.5724599255,463.9895961525
P0AEE3,189.69337575,176.2718718065,143.3449023758,127.7323031719
P07650,221.7591545335,189.6873103275,478.4855903946,252.4216027833
P0A6K6,1037.6701819717,1200.7410706016,2665.3916954331,1368.9576799012
P0A6L0,973.6904496303,859.0517108252,2775.2542590346,1249.686601753
P0ABP8,1698.7360675173,2183.2359784605,2626.387362223,2669.5294262902
P0ACK5,56.7104476972,44.3892035835,64.631250737,57.3871907058
P0A6P5,455.9853596028,374.7897301397,380.8415795188,320.9928330785
B6WQ64,130.0584230306,53.4817597331,189.6735255907,42.3839142719
P0ABN1,282.1334332328,302.5585038905,200.6802175869,288.7215941058
P31460,76.0447246681,122.2080171349,107.0764242153,112.8436488214
P15723,40.0334235625,47.6773595109,156.8061972317,62.2067023474
P76015,471.7494050681,646.091091024,555.1330275442,672.3115003782
P76014,164.6241582374,135.8682095143,130.3806371771,152.4143661606
P37349,442.7421948899,156.8176543605,266.1443831649,128.1099224135
Q47150,152.523504904,136.1992429078,165.0397907131,141.8163863347
P31680,175.2589227568,111.9585943992,206.2224449657,140.5765965654
Q46857,611.9881573615,397.1133221147,3765.019331512,1343.2880796764
P30863,162.3315270925,184.4293996451,103.7358309952,198.5613967715
P0ABS1,3437.7348863752,3146.4899736882,5173.5441931016,3599.1550444646
P06149,601.7035878658,874.2298594089,589.0480568852,887.969959491
P76251,17.5794367902,21.2376366691,2.5760497129,12.428229464
P69853,266.1424249731,244.5472470833,249.6719580085,197.2096702756
P03004,176.5731959763,174.6881180894,106.7558969713,132.1774380753
P0ACB0,267.7883003335,268.3266088333,235.3339184415,260.5409448596
P0AEF0,54.2562739542,55.4207459301,149.4186641962,172.3105377816
P10443,15.6441865443,29.6771013247,17.2675296017,22.8045332391
P08622,609.8712230627,618.4862632756,785.6384106951,841.2618377224
P0A6Y8,6867.1875387557,7409.555224817,9962.5860150152,8318.5398410848
P0A988,387.1531164118,351.3871495375,310.3186153548,404.7221124919
P0A8J2,95.5512345063,144.4267224678,40.6703597812,89.6551774922
P06710,44.5232541761,47.8474000858,18.5516887759,45.645508743
P0AA89,21.1968112715,28.0155268687,128.160578506,77.2918620422
P0AEF4,2.7737599577,13.1830549317,2.5901867158,0.1303142794
P23847,3109.0614377749,8117.6528370344,3480.5720989494,8302.7035307673
P0AEF8,146.6488050245,271.778420731,100.7036896512,230.0218624653
P0AAG0,361.9837803492,606.7682947442,276.1334192308,645.4089146463
P37313,376.9109042023,639.66130672,352.2244753132,757.4877977459
P0ABT2,801.3457833841,1221.7664810307,1963.006372031,2451.7208746006
P0AEG4,632.773501453,853.7756447202,781.7639109353,771.3191603934
P0A6M2,150.4587072994,145.6578782161,203.1235482349,197.5014150546
P0AEG6,505.4759829322,353.4690883746,383.827108026,358.566240877
P77202,175.4848532907,153.306553268,285.1980094513,155.366883878
P00926,59.2335961336,27.7748128036,48.1437088051,24.6528185313
P0A6M4,175.067905884,221.134216726,131.3962916124,201.6456055976
P32695,175.2640378478,163.2790555785,123.8562213473,153.1576292198
P06968,1946.5911684375,1786.5702991553,1465.6120143333,1737.0748979528
P45568,56.3640229848,60.8608926978,69.6206509821,65.5439763484
P77488,266.7953283855,297.4741199621,246.6560915912,325.0595399777
P06846,32.796688888,38.3002769702,31.7725766741,35.3611530984
P0ADB7,10601.3499209962,11243.5138196328,60544.4158646452,30091.7930074971
P23827,40.8209453211,65.2594881799,169.024400276,67.2024844743
P0A955,2429.1645395893,1915.6213999754,1899.1828839227,2181.2288440994
P0ADF6,37.7534398983,13.982342328,21.1721279449,4.3431536597
P0A6N4,4796.7539716318,4159.0023194458,3365.3132861307,3974.1911657409
P0AEH5,3058.2996048901,3981.4103145896,5792.383183145,4471.4227768651
P0ABU5,115.9089221021,155.9209517209,52.4798695356,272.7770887089
P27303,153.1392668892,68.0805677059,156.2394580143,86.2613980793
P0C960,105.38955839,93.4872346313,60.7982033629,12.0337130122
P0A6P7,618.077999346,522.0307159493,680.8634111586,563.1196628184
P0ABU2,1232.9337319164,1010.1473756101,888.4096738026,860.7779466809
P0A6P9,8991.7950450072,7073.0599152921,15167.5175910078,7827.6399043307
P15047,212.0919339569,140.0371834455,97.6315111371,92.808622789
P0ADI4,430.6888823537,332.0605815127,141.1949424624,223.1731637519
P0AEJ2,181.4869037545,92.2621417296,16.9268328099,25.9587401443
P10378,195.954371061,141.6713742754,93.9317440245,134.2216167377
P11454,60.7897118953,34.4098155918,28.0668149345,30.9542130031
P0A9B6,124.5164893251,139.6596442034,79.8038947821,116.1455275051
P30845,12.3460199489,7.7875525582,0.0464474746,0.0931358633
P37661,53.1615047596,59.8908240408,59.4897240337,37.6345503712
P06616,318.77177488,245.2737438397,145.5204154936,177.2831205049
P39176,80.628646657,122.7387426245,429.7282402771,269.1946586345
P0ACC3,786.6002841585,567.3751435941,231.5016598542,360.0327823796
P0AEJ6,46.2137381215,81.492770422,20.6275091242,58.4857355232
P19636,32.2306303573,22.3267291321,17.3659260327,17.7961057916
P76541,109.4968760281,114.6859062077,119.8311693268,148.0479941882
P0ACZ4,65.707242554,46.9796439353,41.1122246185,35.6782979058
P0ABU7,779.8687682403,446.7163866176,96.0861411746,219.815729648
P0ABV2,665.7472412916,487.4972590177,100.2479233126,237.2657578647
P0ACL2,70.8616217041,58.0698194704,68.0428220987,52.4003026481
P0A6Q3,2802.0941531737,4180.9632110565,3511.5266591208,4686.5774099849
P0A953,7148.2863973529,8233.9394809606,6560.4590692645,8434.0931045494
P0AAI9,783.1757487144,833.0915725774,718.3160302951,913.7887523092
P0AAI5,1817.3217496289,1720.703342743,1659.6633497859,1717.7820074955
P0AEK2,2429.1317983306,2269.8322450085,2121.8516912938,2399.8623507449
P0A6R0,1289.2066325958,1062.6595007184,1229.1351993005,1142.2749478429
P0AEK4,4028.3941039447,3248.6735917281,4141.3076139763,3882.5849117134
P21151,292.6644618122,1144.2809573033,769.376394766,1137.2345283621
P21177,203.2636886962,994.6640443116,612.6492929481,920.1187053177
P69451,269.9539185261,880.0947871126,2072.9733899373,1839.0173045247
Q47146,270.8127598688,520.0382512882,1103.4315635692,840.8669699551
P42593,62.8628250962,220.0930457973,269.0841297753,285.0381426845
P76503,91.6760624136,280.9891890114,271.3048490112,405.3513303132
P77399,66.6377605921,155.3685354072,169.4511072945,232.223870248
P10384,4.515720477,12.5527665158,87.6288979212,23.826935396
P0A8V6,169.9502529466,206.4612555423,190.4121502872,196.5823143093
P0AB71,7673.1655071871,6288.6600787991,9655.196292446,6075.8046444018
P0A991,77.4630872741,97.3622099556,145.5188458245,274.3262932609
P0A993,864.3485848947,1238.8934847833,367.1006334924,1105.5288739888
P13024,240.9717002943,233.2425576882,82.7135392875,217.8145551396
